run_id,seed,model_name,branch,generation,reason,count,evaluation_mode,report_path
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,0,accuracy_incorrect,29,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,0,missing_accuracy_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,0,missing_judge_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,0,pedagogical_below_threshold,18,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,0,pred_parse_failure,1,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,0,silent_error_true,8,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,1,accuracy_incorrect,28,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,1,missing_accuracy_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,1,missing_judge_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,1,pedagogical_below_threshold,21,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,1,pred_parse_failure,1,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,1,silent_error_true,11,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,2,accuracy_incorrect,23,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,2,missing_accuracy_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,2,missing_judge_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,2,pedagogical_below_threshold,20,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,2,pred_parse_failure,3,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed91_20260427_094105,91,qwen2.5:0.5b,pvf_medium,2,silent_error_true,14,inference_recycling_only,outputs\runs\pvf_confirmatory_seed91_20260427_094105\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,0,accuracy_incorrect,29,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,0,missing_accuracy_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,0,missing_judge_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,0,pedagogical_below_threshold,18,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,0,pred_parse_failure,1,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,0,silent_error_true,17,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,1,accuracy_incorrect,29,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,1,missing_accuracy_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,1,missing_judge_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,1,pedagogical_below_threshold,20,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,1,pred_parse_failure,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,1,silent_error_true,9,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,2,accuracy_incorrect,28,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,2,missing_accuracy_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,2,missing_judge_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,2,pedagogical_below_threshold,18,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,2,pred_parse_failure,1,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed92_20260427_100222,92,qwen2.5:0.5b,pvf_medium,2,silent_error_true,13,inference_recycling_only,outputs\runs\pvf_confirmatory_seed92_20260427_100222\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,0,accuracy_incorrect,27,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,0,missing_accuracy_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,0,missing_judge_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,0,pedagogical_below_threshold,14,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,0,pred_parse_failure,1,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,0,silent_error_true,15,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_0\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,1,accuracy_incorrect,26,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,1,missing_accuracy_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,1,missing_judge_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,1,pedagogical_below_threshold,20,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,1,pred_parse_failure,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,1,silent_error_true,14,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_1\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,2,accuracy_incorrect,28,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,2,missing_accuracy_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,2,missing_judge_row,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,2,pedagogical_below_threshold,22,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,2,pred_parse_failure,0,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
pvf_confirmatory_seed93_20260427_102402,93,qwen2.5:0.5b,pvf_medium,2,silent_error_true,13,inference_recycling_only,outputs\runs\pvf_confirmatory_seed93_20260427_102402\qwen2.5_0.5b\pvf_medium\gen_2\pvf_filter_report.json
